"Address","Neighborhood","Bedrooms","Bathrooms","Price","Rented","Date","Source"
"1655 North California Boulevard #345","Walnut Creek",1,1.5,2500,True,"04/29/2015","Climb SF"
"1201 Pine Street #141","Oakland",1,1.5,2500,True,"04/16/2015","Climb SF"
"8048 Earl Street","Oakland",0,1.0,1450,True,"03/29/2015","Climb SF"
"1201 Pine Street #124","West Oakland",1,1.5,2200,True,"03/19/2015","Climb SF"
"1201 Pine Street #360","Oakland",0,1.0,1950,True,"03/19/2015","Climb SF"
"1500 Park Avenue #111","Emeryville",1,1.0,2850,True,"02/19/2015","Climb SF"
"630 Thomas L. Berkley Way #623","Oakland",1,1.0,2700,True,"02/16/2015","Climb SF"
"1411 Creekside Drive #16","Walnut Creek",1,1.0,1500,True,"02/12/2015","Climb SF"
"311 Oak Street #306","Oakland",2,2.0,3400,True,"12/31/2014","Climb SF"
"1804 62nd Street #1","Berkeley",1,1.0,1850,True,"11/08/2014","Climb SF"
"1804 62nd Street #3","Berkeley",0,1.0,1700,True,"10/28/2014","Climb SF"
"1804 62nd Street #4","Berkeley",1,1.0,2200,True,"10/14/2014","Climb SF"
"1804 62nd Street #6","Berkeley",0,1.0,1600,True,"10/08/2014","Climb SF"
"1026 Aileen Street","Emeryville",3,2.0,3450,True,"09/04/2014","Climb SF"
"630 Thomas L. Berkley Way #301","Oakland",1,1.0,2550,True,"07/25/2014","Climb SF"
"6501 San Pablo Avenue #205","Emeryville",1,1.5,2550,True,"07/15/2014","Climb SF"
"4234 Halleck Street","Emeryville",1,1.5,2600,True,"06/11/2014","Climb SF"
"372 Hudson Street","Oakland",2,1.0,3700,True,"05/06/2014","Climb SF"
"1511 Jefferson Street #203","Downtown Oakland",2,2.0,2300,True,"03/04/2014","Climb SF"
"6400 Christie Avenue #3406","Emeryville",0,1.0,1750,True,"02/11/2014","Climb SF"
"1463 34th Street","Emeryville",2,1.5,2300,True,"02/11/2014","Climb SF"
"1511 Jefferson Street #PH8","Oakland",1,1.0,1900,True,"02/10/2014","Climb SF"
"1201 Pine Street #132","Oakland",1,1.5,1950,True,"01/28/2014","Climb SF"
"1523 Brunswig Lane","Emeryville",2,1.5,2500,True,"07/30/2013","Climb SF"
"1201 Pine Street #257","West Oakland",1,1.0,2200,True,"06/25/2013","Climb SF"
"1500 Park Avenue #105","Emeryville",1,1.0,2300,True,"05/20/2013","Climb SF"
"166 Salada Avenue","Pacifica",2,2.0,2400,True,"07/16/2013","Climb SF"
