address,bedrooms,bathrooms,sqft,source,origin_url,longitude,latitude,elevation,transaction_type,price,transaction_status,days_on_market,date_closed,date_listed,neighborhood,nid,shapefile_source
"(Undisclosed Address) San Francisco, CA 94118",3,3,2200,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94118/2113290978_zpid/,-122.464,37.7823,57.6666,rental,8900,closed,237,2015-10-04,2015-02-09,Inner Richmond,35,SF
"Jersey St San Francisco, CA 94114",2,1,920,zillow_sf,http://www.zillow.com/homedetails/Jersey-St-San-Francisco-CA-94114/2103262096_zpid/,-122.432,37.7506,54.0433,rental,4700,closed,226,2015-10-04,2015-02-20,Noe Valley,53,SF
"Mcallister St San Francisco, CA 94115",2,1,1150,zillow_sf,http://www.zillow.com/homedetails/Mcallister-St-San-Francisco-CA-94115/2103241785_zpid/,-122.436,37.7781,60.9689,rental,5900,open,,,2015-02-23,Alamo Square,1,SF
"(Undisclosed Address) San Francisco, CA 94102",3,3,3200,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94102/2120427893_zpid/,-122.421,37.7787,20.0839,rental,7000,closed,198,2015-10-04,2015-03-20,Van Ness/Civic Center,80,SF
"Greenwich Street # Top Floor San Francisco, CA 94123",3,2,1500,zillow_sf,http://www.zillow.com/homedetails/Greenwich-Street-Top-Floor-San-Francisco-CA-94123/2102303309_zpid/,-122.438,37.802,11.0714,rental,10000,open,,,2015-05-14,Marina,43,SF
"(Undisclosed Address) San Francisco, CA 94109",3,2,1700,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94109/2114678978_zpid/,-122.421,37.793,57.1436,rental,6995,closed,249,2015-10-04,2015-01-28,Nob Hill,93,SF
"20th St San Francisco, CA 94114",2,1,850,zillow_sf,http://www.zillow.com/homedetails/20th-St-San-Francisco-CA-94114/2104055540_zpid/,-122.432,37.7578,70.3663,rental,5700,open,,,2015-05-14,Eureka Valley / Dolores Heights,16,SF
"Dolores St San Francisco, CA 94110",1,1,800,zillow_sf,http://www.zillow.com/homedetails/Dolores-St-San-Francisco-CA-94110/2102215886_zpid/,-122.425,37.7534,36.1778,rental,4000,closed,135,2015-10-04,2015-05-22,Noe Valley,53,SF
"23rd St San Francisco, CA 94114",0,1,500,zillow_sf,http://www.zillow.com/homedetails/23rd-St-San-Francisco-CA-94114/2102187752_zpid/,-122.434,37.7529,86.3255,rental,3350,open,,,2015-05-26,Noe Valley,53,SF
"Hawthorne St San Francisco, CA 94105",1,1,498,zillow_sf,http://www.zillow.com/homedetails/Hawthorne-St-San-Francisco-CA-94105/2105385450_zpid/,-122.399,37.7853,10.0659,rental,3750,closed,37,2015-10-04,2015-08-28,Yerba Buena,19,SF
"Post St San Francisco, CA 94115",3,3,2600,zillow_sf,http://www.zillow.com/homedetails/Post-St-San-Francisco-CA-94115/2107187031_zpid/,-122.437,37.7846,44.8212,rental,24000,closed,42,2015-10-04,2015-08-23,Lower Pacific Heights,42,SF
"Beulah St San Francisco, CA 94117",3,1,1950,zillow_sf,http://www.zillow.com/homedetails/Beulah-St-San-Francisco-CA-94117/2102828759_zpid/,-122.451,37.7675,87.6935,rental,6300,closed,114,2015-10-04,2015-06-12,Cole Valley/Parnassus Heights,64,SF
"748 Bay St, San Francisco, CA 94109",2,2,1105,zillow_sf,http://www.zillow.com/homedetails/748-Bay-St-San-Francisco-CA-94109/2101980661_zpid/,-122.419,37.8049,25.2607,rental,7500,open,,,2015-06-13,Russian Hill,70,SF
"Vallejo St San Francisco, CA 94133",4,3,0,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94133/2101963831_zpid/,-122.41,37.7985,31.952,rental,15000,open,,,2015-06-16,North Beach,54,SF
"Capp St San Francisco, CA 94110",5,6,0,zillow_sf,http://www.zillow.com/homedetails/Capp-St-San-Francisco-CA-94110/2101943192_zpid/,-122.418,37.7563,17.7511,rental,15000,closed,108,2015-10-04,2015-06-18,Inner Mission,33,SF
"149 Hartford St, San Francisco, CA 94114",3,2,2100,zillow_sf,http://www.zillow.com/homedetails/149-Hartford-St-San-Francisco-CA-94114/15144408_zpid/,-122.434,37.7602,30.035,rental,7600,closed,241,2015-10-28,2015-03-01,Eureka Valley / Dolores Heights,16,SF
"Francisco St San Francisco, CA 94123",3,1,2150,zillow_sf,http://www.zillow.com/homedetails/Francisco-St-San-Francisco-CA-94123/2101885768_zpid/,-122.431,37.8024,18.0267,rental,7250,closed,103,2015-10-04,2015-06-23,Marina,43,SF
"Los Palmos Dr San Francisco, CA 94127",4,3,0,zillow_sf,http://www.zillow.com/homedetails/Los-Palmos-Dr-San-Francisco-CA-94127/2102157502_zpid/,-122.452,37.7345,172.734,rental,7995,closed,23,2015-10-04,2015-09-11,Miraloma Park,47,SF
"Folsom St San Francisco, CA 94110",4,3,1800,zillow_sf,http://www.zillow.com/homedetails/Folsom-St-San-Francisco-CA-94110/2103430042_zpid/,-122.414,37.7493,22.8167,rental,10500,open,,,2015-06-24,Inner Mission,33,SF
"Fair Oaks St San Francisco, CA 94110",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/Fair-Oaks-St-San-Francisco-CA-94110/2103579775_zpid/,-122.424,37.7519,47.2938,rental,5995,closed,100,2015-10-04,2015-06-26,Noe Valley,53,SF
"(Undisclosed Address) San Francisco, CA 94115",1,1,1250,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94115/2115405233_zpid/,-122.438,37.7878,54.0165,rental,3875,closed,17,2015-10-03,2015-09-16,Lower Pacific Heights,42,SF
"Mississippi St San Francisco, CA 94107",3,2,0,zillow_sf,http://www.zillow.com/homedetails/Mississippi-St-San-Francisco-CA-94107/2101786070_zpid/,-122.394,37.7589,29.5594,rental,7500,open,,,2015-07-05,Potrero Hill,67,SF
"318 Main St # 5K, San Francisco, CA 94105",2,2,1500,zillow_sf,http://www.zillow.com/homedetails/318-Main-St-5K-San-Francisco-CA-94105/2101787582_zpid/,-122.392,37.7891,4.97249,rental,8500,open,,,2015-07-05,South Beach,74,SF
"Cumberland St San Francisco, CA 94114",5,4,0,zillow_sf,http://www.zillow.com/homedetails/Cumberland-St-San-Francisco-CA-94114/2101963834_zpid/,-122.43,37.7588,69.1504,rental,22500,closed,89,2015-10-04,2015-07-07,Eureka Valley / Dolores Heights,16,SF
"35 Bret Harte Ter, San Francisco, CA 94133",2,2,1352,zillow_sf,http://www.zillow.com/homedetails/35-Bret-Harte-Ter-San-Francisco-CA-94133/15063512_zpid/,-122.418,37.8046,22.496,rental,5595,closed,12,2015-10-07,2015-09-25,Russian Hill,70,SF
"Lombard St San Francisco, CA 94133",2,1,1150,zillow_sf,http://www.zillow.com/homedetails/Lombard-St-San-Francisco-CA-94133/2103580084_zpid/,-122.419,37.8021,66.8021,rental,6700,closed,87,2015-10-04,2015-07-09,Russian Hill,70,SF
"3745 21st St, San Francisco, CA 94114",4,3,3300,zillow_sf,http://www.zillow.com/homedetails/3745-21st-St-San-Francisco-CA-94114/53153469_zpid/,-122.431,37.7562,111.071,rental,15000,open,,,2015-07-13,Eureka Valley / Dolores Heights,16,SF
"North Pt San Francisco, CA 94109",3,2,1200,zillow_sf,http://www.zillow.com/homedetails/North-Pt-San-Francisco-CA-94109/2103514318_zpid/,-122.476,37.7219,59.0085,rental,8500,closed,81,2015-10-03,2015-07-14,Stonestown,76,SF
"1310 Fillmore St APT 601, San Francisco, CA 94115",2,2,1300,zillow_sf,http://www.zillow.com/homedetails/1310-Fillmore-St-APT-601-San-Francisco-CA-94115/2101691592_zpid/,-122.432,37.7817,39.231,rental,5500,open,,,2015-07-15,Western Addition,83,SF
"435 Marietta Dr, San Francisco, CA 94127",5,3,1897,zillow_sf,http://www.zillow.com/homedetails/435-Marietta-Dr-San-Francisco-CA-94127/15136109_zpid/,-122.445,37.7379,173.342,rental,10000,open,,,2015-07-16,Miraloma Park,47,SF
"Cambridge St San Francisco, CA 94134",3,3,2000,zillow_sf,http://www.zillow.com/homedetails/Cambridge-St-San-Francisco-CA-94134/2105173449_zpid/,-122.419,37.727,83.9454,rental,5999,closed,19,2015-10-04,2015-09-15,Portola,66,SF
"Lansdale Ave San Francisco, CA 94127",4,3,2700,zillow_sf,http://www.zillow.com/homedetails/Lansdale-Ave-San-Francisco-CA-94127/2104569759_zpid/,-122.458,37.7362,213.089,rental,6250,closed,79,2015-10-04,2015-07-17,Sherwood Forest,87,SF
"1630 25th Ave, San Francisco, CA 94122",3,3,1320,zillow_sf,http://www.zillow.com/homedetails/1630-25th-Ave-San-Francisco-CA-94122/15109211_zpid/,-122.483,37.7571,81.9743,rental,5950,open,,,2015-07-18,Central Sunset,8,SF
"401 Crescent Ct, San Francisco, CA 94134",1,1,1103,zillow_sf,http://www.zillow.com/homedetails/401-Crescent-Ct-San-Francisco-CA-94134/2103788395_zpid/,-122.388,37.7112,18.7814,rental,1900,open,,,2015-07-18,Candlestick Point,90,SF
"Taylor St San Francisco, CA 94108",1,1,800,zillow_sf,http://www.zillow.com/homedetails/Taylor-St-San-Francisco-CA-94108/2103320761_zpid/,-122.413,37.7919,87.825,rental,6000,open,,,2015-07-22,Nob Hill,93,SF
"Stockton St San Francisco, CA 94108",0,1,450,zillow_sf,http://www.zillow.com/homedetails/Stockton-St-San-Francisco-CA-94108/2103580243_zpid/,-122.407,37.7906,38.0679,rental,3750,open,,,2015-07-22,Financial District/Barbary Coast,18,SF
"Grenard Ter San Francisco, CA 94109",2,2,1000,zillow_sf,http://www.zillow.com/homedetails/Grenard-Ter-San-Francisco-CA-94109/2103580240_zpid/,-122.423,37.801,52.7027,rental,7500,closed,74,2015-10-04,2015-07-22,Russian Hill,70,SF
"193 Saint Germain Ave, San Francisco, CA 94114",4,2,2810,zillow_sf,http://www.zillow.com/homedetails/193-Saint-Germain-Ave-San-Francisco-CA-94114/15130090_zpid/,-122.452,37.7572,233.296,rental,13000,closed,171,2015-10-28,2015-05-10,Clarendon Heights,9,SF
"343 Parker Ave, San Francisco, CA 94118",1,1,650,zillow_sf,http://www.zillow.com/homedetails/343-Parker-Ave-San-Francisco-CA-94118/15084614_zpid/,-122.454,37.7793,97.9339,rental,3800,closed,15,2015-10-28,2015-10-13,Lone Mountain,41,SF
"Crags Ct San Francisco, CA 94131",4,2,0,zillow_sf,http://www.zillow.com/homedetails/Crags-Ct-San-Francisco-CA-94131/2101943191_zpid/,-122.44,37.7411,150.685,rental,6800,closed,37,2015-10-04,2015-08-28,Diamond Heights,13,SF
"Carolina St San Francisco, CA 94107",3,2,1700,zillow_sf,http://www.zillow.com/homedetails/Carolina-St-San-Francisco-CA-94107/2101594035_zpid/,-122.4,37.7589,68.436,rental,7250,closed,72,2015-10-04,2015-07-24,Potrero Hill,67,SF
"342 Upper Ter, San Francisco, CA 94117",2,1,1200,zillow_sf,http://www.zillow.com/homedetails/342-Upper-Ter-San-Francisco-CA-94117/89238855_zpid/,-122.446,37.7625,157.982,rental,4600,closed,68,2015-10-03,2015-07-27,Buena Vista Park/Ashbury Heights,6,SF
"2121 Laguna St APT 1, San Francisco, CA 94115",2,2,1250,zillow_sf,http://www.zillow.com/homedetails/2121-Laguna-St-APT-1-San-Francisco-CA-94115/2101583270_zpid/,-122.429,37.7909,99.0606,rental,5500,closed,,2015-10-11,,Pacific Heights,62,SF
"1563 Shrader St, San Francisco, CA 94117",4,2,2800,zillow_sf,http://www.zillow.com/homedetails/1563-Shrader-St-San-Francisco-CA-94117/2102442897_zpid/,-122.45,37.7605,126.561,rental,11000,closed,10,2015-10-28,2015-10-18,Cole Valley/Parnassus Heights,64,SF
"1075 Vallejo St, San Francisco, CA 94133",2,1,1300,zillow_sf,http://www.zillow.com/homedetails/1075-Vallejo-St-San-Francisco-CA-94133/2101565168_zpid/,-122.415,37.7976,101.38,rental,5990,open,,,2015-07-28,Russian Hill,70,SF
"99 High St, San Francisco, CA 94114",3,2,0,zillow_sf,http://www.zillow.com/homedetails/99-High-St-San-Francisco-CA-94114/2101574676_zpid/,-122.443,37.7482,168.302,rental,6895,open,,,2015-07-28,Noe Valley,53,SF
"Hoff St San Francisco, CA 94110",3,1,0,zillow_sf,http://www.zillow.com/homedetails/Hoff-St-San-Francisco-CA-94110/2101528217_zpid/,-122.421,37.7642,6.03033,rental,6495,open,,,2015-07-31,Inner Mission,33,SF
"(Undisclosed Address) San Francisco, CA 94103",2,2,1115,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94103/2115256995_zpid/,-122.41,37.7726,7.34345,rental,4880,open,,,2015-07-31,South of Market,75,SF
"260 King St # 1000, San Francisco, CA 94107",2,2,0,zillow_sf,http://www.zillow.com/homedetails/260-King-St-1000-San-Francisco-CA-94107/2101529766_zpid/,-122.394,37.7774,4.2732,rental,5650,open,,,2015-07-31,South Beach,74,SF
"Athens St San Francisco, CA 94112",4,3,0,zillow_sf,http://www.zillow.com/homedetails/Athens-St-San-Francisco-CA-94112/2101524650_zpid/,-122.43,37.7201,89.7167,rental,6200,open,,,2015-08-01,Excelsior,17,SF
"Laurel St San Francisco, CA 94118",3,2,2558,zillow_sf,http://www.zillow.com/homedetails/Laurel-St-San-Francisco-CA-94118/2101507161_zpid/,-122.45,37.7878,90.3244,rental,13000,closed,62,2015-10-04,2015-08-03,Presidio Heights,69,SF
"Broadway St San Francisco, CA 94115",4,3,4000,zillow_sf,http://www.zillow.com/homedetails/Broadway-St-San-Francisco-CA-94115/2102190217_zpid/,-122.435,37.7942,82.9386,rental,18000,open,,,2015-08-03,Pacific Heights,62,SF
"Homestead St San Francisco, CA 94114",2,1,0,zillow_sf,http://www.zillow.com/homedetails/Homestead-St-San-Francisco-CA-94114/2104705026_zpid/,-122.439,37.7494,111.096,rental,2500,open,,,2015-08-03,Noe Valley,53,SF
"N Point St San Francisco, CA 94109",1,1,0,zillow_sf,http://www.zillow.com/homedetails/N-Point-St-San-Francisco-CA-94109/2101704184_zpid/,-122.418,37.8061,5.70257,rental,3250,open,,,2015-08-03,North Waterfront,56,SF
"Bartlett St San Francisco, CA 94110",3,2,1560,zillow_sf,http://www.zillow.com/homedetails/Bartlett-St-San-Francisco-CA-94110/2101519779_zpid/,-122.42,37.7525,28.4123,rental,6500,open,,,2015-08-04,Inner Mission,33,SF
"Anzavista Ave San Francisco, CA 94115",0,1,750,zillow_sf,http://www.zillow.com/homedetails/Anzavista-Ave-San-Francisco-CA-94115/2101488152_zpid/,-122.444,37.7796,106.346,rental,2295,open,,,2015-08-05,Anza Vista,2,SF
"20th St San Francisco, CA 94110",1,1,900,zillow_sf,http://www.zillow.com/homedetails/20th-St-San-Francisco-CA-94110/2104705655_zpid/,-122.416,37.7588,10.3318,rental,6800,closed,98,2015-10-28,2015-07-22,Inner Mission,33,SF
"2042 46th Ave, San Francisco, CA 94116",3,1,1214,zillow_sf,http://www.zillow.com/homedetails/2042-46th-Ave-San-Francisco-CA-94116/15116581_zpid/,-122.505,37.7484,16.75,rental,4300,open,,,2015-08-06,Outer Parkside,59,SF
"136 Meadowbrook Dr, San Francisco, CA 94132",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/136-Meadowbrook-Dr-San-Francisco-CA-94132/15197425_zpid/,-122.484,37.7318,43.1875,rental,4300,closed,83,2015-10-28,2015-08-06,Lake Shore,39,SF
"2759 38th Ave, San Francisco, CA 94116",2,1,1011,zillow_sf,http://www.zillow.com/homedetails/2759-38th-Ave-San-Francisco-CA-94116/15125966_zpid/,-122.496,37.7354,35.3744,rental,3550,open,,,2015-08-06,Outer Parkside,59,SF
"301 Mission St # 39, San Francisco, CA 94105",2,2,1601,zillow_sf,http://www.zillow.com/homedetails/301-Mission-St-39-San-Francisco-CA-94105/2102013561_zpid/,-122.396,37.7905,0.0,rental,11000,open,,,2015-08-08,Yerba Buena,19,SF
"29th St San Francisco, CA 94131",2,2,0,zillow_sf,http://www.zillow.com/homedetails/29th-St-San-Francisco-CA-94131/2101453679_zpid/,-122.43,37.7435,56.5286,rental,4995,open,,,2015-09-19,Noe Valley,53,SF
"355 Parker Ave, San Francisco, CA 94118",2,1,950,zillow_sf,http://www.zillow.com/homedetails/355-Parker-Ave-San-Francisco-CA-94118/15084590_zpid/,-122.454,37.7792,97.5095,rental,4150,open,,,2015-08-09,Lone Mountain,41,SF
"Fell St San Francisco, CA 94117",6,3,0,zillow_sf,http://www.zillow.com/homedetails/Fell-St-San-Francisco-CA-94117/2102912457_zpid/,-122.442,37.7735,67.8305,rental,10425,closed,42,2015-10-04,2015-08-23,North Panhandle,55,SF
"El Plazuela St San Francisco Ca San Francisco, CA 94127",1,1,500,zillow_sf,http://www.zillow.com/homedetails/El-Plazuela-St-San-Francisco-Ca-San-Francisco-CA-94127/2101448349_zpid/,-122.471,37.7276,69.9077,rental,2995,open,,,2015-08-10,Ingleside Terrace,32,SF
"126 Ward St, San Francisco, CA 94134",4,2,1360,zillow_sf,http://www.zillow.com/homedetails/126-Ward-St-San-Francisco-CA-94134/15172710_zpid/,-122.402,37.7191,78.558,rental,4195,open,,,2015-08-11,Visitacion Valley,81,SF
"Junipero Serra Blvd San Francisco, CA 94127",3,4,1888,zillow_sf,http://www.zillow.com/homedetails/Junipero-Serra-Blvd-San-Francisco-CA-94127/2101439889_zpid/,-122.472,37.7283,68.5882,rental,5495,closed,33,2015-10-04,2015-09-01,Ingleside Terrace,32,SF
"1415 Hudson Ave, San Francisco, CA 94124",3,2,0,zillow_sf,http://www.zillow.com/homedetails/1415-Hudson-Ave-San-Francisco-CA-94124/2101576020_zpid/,-122.385,37.7381,28.9279,rental,6500,open,,,2015-08-11,Hunters Point 0,28,SF
"Clay St San Francisco, CA 94115",0,1,450,zillow_sf,http://www.zillow.com/homedetails/Clay-St-San-Francisco-CA-94115/2101876882_zpid/,-122.429,37.7914,105.181,rental,3200,closed,53,2015-10-04,2015-08-12,Pacific Heights,62,SF
"959 Corbett Ave APT 14, San Francisco, CA 94131",2,1,1002,zillow_sf,http://www.zillow.com/homedetails/959-Corbett-Ave-APT-14-San-Francisco-CA-94131/15131822_zpid/,-122.443,37.7516,169.471,rental,4300,open,,,2015-08-12,Noe Valley,53,SF
"Mission St San Francisco, CA 94105",2,2,1601,zillow_sf,http://www.zillow.com/homedetails/Mission-St-San-Francisco-CA-94105/2101703301_zpid/,-122.402,37.7859,8.12495,rental,8400,open,,,2015-08-12,Yerba Buena,19,SF
"168 18th Ave, San Francisco, CA 94121",5,4,4500,zillow_sf,http://www.zillow.com/homedetails/168-18th-Ave-San-Francisco-CA-94121/2101426700_zpid/,-122.476,37.7616,76.2994,rental,8900,open,,,2015-08-22,Inner Sunset,36,SF
"301 Main St UNIT 35A, San Francisco, CA 94105",2,2,1268,zillow_sf,http://www.zillow.com/homedetails/301-Main-St-UNIT-35A-San-Francisco-CA-94105/2101426598_zpid/,-122.391,37.7894,4.83899e-05,rental,7950,open,,,2015-08-12,South Beach,74,SF
"136 Meadowbrook Dr, San Francisco, CA 94132",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/136-Meadowbrook-Dr-San-Francisco-CA-94132/2101421708_zpid/,-122.484,37.7318,43.1875,rental,4300,open,,,2015-08-12,Lake Shore,39,SF
"400 Spear St APT 213, San Francisco, CA 94105",2,2,1450,zillow_sf,http://www.zillow.com/homedetails/400-Spear-St-APT-213-San-Francisco-CA-94105/2119703818_zpid/,-122.389,37.7884,3.44822,rental,4980,open,,,2015-09-18,South Beach,74,SF
"8 Buchanan St UNIT 507, San Francisco, CA 94102",1,1,640,zillow_sf,http://www.zillow.com/homedetails/8-Buchanan-St-UNIT-507-San-Francisco-CA-94102/2101409840_zpid/,-122.427,37.7697,35.6563,rental,3895,open,,,2015-08-25,Duboce Triangle,15,SF
"65 Glover St # MIDDLE, San Francisco, CA 94109",1,1,700,zillow_sf,http://www.zillow.com/homedetails/65-Glover-St-MIDDLE-San-Francisco-CA-94109/2101490440_zpid/,-122.42,37.8011,90.1074,rental,3650,open,,,2015-08-13,Russian Hill,70,SF
"(Undisclosed Address) San Francisco, CA 94102",1,1,1500,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94102/2119606555_zpid/,-122.421,37.7787,20.0839,rental,4500,closed,51,2015-10-04,2015-08-14,Van Ness/Civic Center,80,SF
"Vallejo St San Francisco, CA 94109",0,1,350,zillow_sf,http://www.zillow.com/homedetails/Vallejo-St-San-Francisco-CA-94109/2101397086_zpid/,-122.423,37.7968,41.407,rental,3250,closed,51,2015-10-04,2015-08-14,Russian Hill,70,SF
"Taylor St San Francisco, CA 94102",0,1,350,zillow_sf,http://www.zillow.com/homedetails/Taylor-St-San-Francisco-CA-94102/2103579895_zpid/,-122.411,37.7856,20.5014,rental,2300,closed,51,2015-10-04,2015-08-14,Tenderloin,88,SF
"1134 Masonic Ave, San Francisco, CA 94117",2,1,1650,zillow_sf,http://www.zillow.com/homedetails/1134-Masonic-Ave-San-Francisco-CA-94117/89240074_zpid/,-122.445,37.7707,85.5742,rental,6000,open,,,2015-08-14,Haight Ashbury,26,SF
"107 Ulloa St, San Francisco, CA 94127",3,1,1500,zillow_sf,http://www.zillow.com/homedetails/107-Ulloa-St-San-Francisco-CA-94127/15133630_zpid/,-122.455,37.7442,181.345,rental,5500,open,,,2015-09-03,Forest Hills Extension,21,SF
"2637 Folsom St, San Francisco, CA 94110",0,1,0,zillow_sf,http://www.zillow.com/homedetails/2637-Folsom-St-San-Francisco-CA-94110/2101397488_zpid/,-122.414,37.7551,16.5922,rental,2500,open,,,2015-08-14,Inner Mission,33,SF
"730 Florida St, San Francisco, CA 94110",2,3,1590,zillow_sf,http://www.zillow.com/homedetails/730-Florida-St-San-Francisco-CA-94110/2101707211_zpid/,-122.411,37.7599,6.0987,rental,5000,open,,,2015-08-14,Inner Mission,33,SF
"King Street # San Francisco, CA 94107",1,1,867,zillow_sf,http://www.zillow.com/homedetails/King-Street-San-Francisco-CA-94107/2101398354_zpid/,-122.395,37.7758,2.94834,rental,3795,open,,,2015-08-31,South Beach,74,SF
"Mission St San Francisco, CA 94105",2,2,1479,zillow_sf,http://www.zillow.com/homedetails/Mission-St-San-Francisco-CA-94105/2102526150_zpid/,-122.402,37.7859,8.12495,rental,8500,open,,,2015-08-15,Yerba Buena,19,SF
"24th Ave San Francisco, CA 94116",2,1,1110,zillow_sf,http://www.zillow.com/homedetails/24th-Ave-San-Francisco-CA-94116/2101588552_zpid/,-122.481,37.7447,114.69,rental,3600,open,,,2015-08-15,Parkside,63,SF
"Bluxome St San Francisco, CA 94107",2,2,1763,zillow_sf,http://www.zillow.com/homedetails/Bluxome-St-San-Francisco-CA-94107/2101385648_zpid/,-122.398,37.776,2.8508,rental,8000,open,,,2015-08-25,South of Market,75,SF
"Brunswick St San Francisco, CA 94112",1,1,0,zillow_sf,http://www.zillow.com/homedetails/Brunswick-St-San-Francisco-CA-94112/2101386811_zpid/,-122.446,37.7098,98.7771,rental,950,open,,,2015-08-16,Crocker Amazon,12,SF
"1043 Valencia St APT 1, San Francisco, CA 94110",3,2,2300,zillow_sf,http://www.zillow.com/homedetails/1043-Valencia-St-APT-1-San-Francisco-CA-94110/2121384753_zpid/,-122.421,37.7561,25.5778,rental,6995,open,,,2015-08-16,Inner Mission,33,SF
"701 Minnesota St # CONDO, San Francisco, CA 94107",2,1,1300,zillow_sf,http://www.zillow.com/homedetails/701-Minnesota-St-CONDO-San-Francisco-CA-94107/2101463869_zpid/,-122.39,37.7591,16.7103,rental,4400,closed,19,2015-10-03,2015-09-14,Central Waterfront/Dogpatch,89,SF
"Gilbert St San Francisco, CA 94103",2,2,1494,zillow_sf,http://www.zillow.com/homedetails/Gilbert-St-San-Francisco-CA-94103/2101432826_zpid/,-122.403,37.7735,4.16248,rental,5495,open,,,2015-08-17,South of Market,75,SF
"9 Fort Mason, San Francisco, CA 94123",2,1,0,zillow_sf,http://www.zillow.com/homedetails/9-Fort-Mason-San-Francisco-CA-94123/2101383752_zpid/,-122.426,37.8055,28.4117,rental,5665,open,,,2015-08-17,Marina,43,SF
"Bluxome St San Francisco, CA 94107",2,2,1089,zillow_sf,http://www.zillow.com/homedetails/Bluxome-St-San-Francisco-CA-94107/2101859357_zpid/,-122.398,37.776,2.8508,rental,4695,open,,,2015-08-17,South of Market,75,SF
"(Undisclosed Address) San Francisco, CA 94107",1,1,685,zillow_sf,http://www.zillow.com/homedetails/(Undisclosed-Address)-San-Francisco-CA-94107/2111603936_zpid/,-122.399,37.7618,26.841,rental,4000,open,,,2015-08-18,Potrero Hill,67,SF
"1966 Pacific Ave 201 Short Term Furnished Rental, San Francisco, CA 94109",2,2,1115,zillow_sf,http://www.zillow.com/homedetails/1966-Pacific-Ave-201-Short-Term-Furnished-Rental-San-Francisco-CA-94109/2101524276_zpid/,-122.438,37.7925,91.9031,rental,5495,open,,,2015-08-21,Pacific Heights,62,SF
"1151 Church St, San Francisco, CA 94114",2,1,940,zillow_sf,http://www.zillow.com/homedetails/1151-Church-St-San-Francisco-CA-94114/79843714_zpid/,-122.427,37.7525,56.8306,rental,5475,open,,,2015-08-21,Noe Valley,53,SF
"625 Quintara St, San Francisco, CA 94116",2,1,1400,zillow_sf,http://www.zillow.com/homedetails/625-Quintara-St-San-Francisco-CA-94116/15118173_zpid/,-122.472,37.7486,162.838,rental,4550,open,,,2015-08-21,Inner Parkside,34,SF
"Diamond Heights Blvd San Francisco, CA 94131",4,3,0,zillow_sf,http://www.zillow.com/homedetails/Diamond-Heights-Blvd-San-Francisco-CA-94131/2101343786_zpid/,-122.438,37.7438,162.077,rental,8000,closed,44,2015-10-04,2015-08-21,Noe Valley,53,SF
"188 Albion St, San Francisco, CA 94110",1,1,837,zillow_sf,http://www.zillow.com/homedetails/188-Albion-St-San-Francisco-CA-94110/2101508260_zpid/,-122.423,37.7635,9.50619,rental,4575,open,,,2015-08-21,Mission Dolores,49,SF
"Missouri St San Francisco, CA 94107",1,1,1284,zillow_sf,http://www.zillow.com/homedetails/Missouri-St-San-Francisco-CA-94107/2101340737_zpid/,-122.396,37.7583,34.0902,rental,2400,open,,,2015-08-21,Potrero Hill,67,SF
"Lombard St San Francisco, CA 94111",2,2,1705,zillow_sf,http://www.zillow.com/homedetails/Lombard-St-San-Francisco-CA-94111/2101967476_zpid/,-122.419,37.8021,66.8021,rental,4995,closed,24,2015-10-04,2015-09-10,Russian Hill,70,SF
"402 43rd Ave # 2, San Francisco, CA 94121",2,1,0,zillow_sf,http://www.zillow.com/homedetails/402-43rd-Ave-2-San-Francisco-CA-94121/2101603082_zpid/,-122.504,37.781,95.2942,rental,3300,closed,30,2015-10-04,2015-09-04,Outer Richmond,60,SF
"708 Wisconsin St, San Francisco, CA 94107",1,1,900,zillow_sf,http://www.zillow.com/homedetails/708-Wisconsin-St-San-Francisco-CA-94107/2101343858_zpid/,-122.399,37.7584,76.6426,rental,3600,open,,,2015-08-28,Potrero Hill,67,SF
"396 Townsend St, San Francisco, CA 94107",2,3,1754,zillow_sf,http://www.zillow.com/homedetails/396-Townsend-St-San-Francisco-CA-94107/2101931448_zpid/,-122.397,37.7757,2.99007,rental,9500,closed,132,2015-10-28,2015-06-18,South of Market,75,SF
"Hyde St San Francisco, CA 94109",1,1,800,zillow_sf,http://www.zillow.com/homedetails/Hyde-St-San-Francisco-CA-94109/2103579847_zpid/,-122.418,37.7962,61.7356,rental,4500,closed,30,2015-10-04,2015-09-04,Nob Hill,93,SF
